Date	Price	Open	High	Low	Vol.	Change %
2012/10/5	132.92	133.38	133.48	132.86	1.00M	-0.37
2012/10/4	133.42	133.75	133.77	133.31	740.39K	-0.23
2012/10/3	133.73	133.59	133.8	133.52	770.03K	0.07
2012/10/2	133.64	133.56	133.69	133.39	645.79K	0.04
2012/10/1	133.58	133.47	133.67	133.36	765.52K	0.07
2012/9/28	133.48	133.42	133.84	133.36	983.35K	-0.01
2012/9/27	133.5	133.62	133.62	133.33	953.87K	-0.1
2012/9/26	133.64	133.22	133.67	133.14	863.17K	0.35
2012/9/25	133.17	132.98	133.25	132.73	896.61K	0.19
2012/9/24	132.92	132.7	133.05	132.64	531.17K	0.19
2012/9/21	132.67	132.44	132.77	132.25	740.47K	0.2
2012/9/20	132.41	132.44	132.88	132.34	923.45K	-0.85
2012/9/19	133.55	133.53	133.8	133.31	5.15K	0.08
2012/9/18	133.44	133.45	133.77	133.25	8.75K	0.1
2012/9/17	133.31	133.08	133.45	133.05	6.84K	0.13
2012/9/14	133.14	134.08	134.11	132.97	6.83K	-0.62
2012/9/13	133.97	133.61	134.14	133.08	8.94K	0.33
2012/9/12	133.53	133.88	133.98	133.5	7.96K	-0.31
2012/9/11	133.94	134.2	134.27	133.86	13.69K	-0.02
2012/9/10	133.97	134.11	134.3	133.94	12.76K	-0.11
2012/9/7	134.12	133.78	134.61	133.39	23.71K	0.21
2012/9/6	133.84	134.41	134.45	133.77	31.96K	-0.43
2012/9/5	134.42	134.48	134.73	134.36	41.64K	-0.02
2012/9/4	134.45	134.8	134.86	134.41	119.29K	-0.22
2012/8/31	134.75	134.14	134.88	133.91	279.29K	0.42
2012/8/30	134.19	133.88	134.27	133.8	1.07M	0.26
2012/8/29	133.84	133.91	134.03	133.66	1.55M	-0.08
2012/8/28	133.95	133.78	134.09	133.72	1.27M	0.1
2012/8/27	133.81	133.53	133.88	133.45	731.80K	0.17
2012/8/24	133.58	133.58	133.95	133.48	840.04K	-0.08
2012/8/23	133.69	133.48	133.8	133.31	966.70K	0.29
2012/8/22	133.31	132.64	133.55	132.62	1.14M	0.53
2012/8/21	132.61	132.56	132.69	132.19	947.74K	0.07
2012/8/20	132.52	132.52	132.69	132.17	674.68K	0.02
2012/8/17	132.5	132.34	132.67	132.31	678.18K	0.11
2012/8/16	132.36	132.48	132.7	132.16	1.08M	-0.17
2012/8/15	132.58	133.08	133.19	132.47	1.22M	-0.42
2012/8/14	133.14	133.56	133.64	133.05	952.13K	-0.36
2012/8/13	133.62	133.67	133.86	133.5	529.26K	-0.08
2012/8/10	133.73	133.42	133.86	133.38	584.73K	0.21
2012/8/9	133.45	133.41	133.56	133.16	892.28K	-0.02
2012/8/8	133.48	133.53	133.78	133.31	829.76K	-0.07
2012/8/7	133.58	134.03	134.12	133.44	877.62K	-0.4
2012/8/6	134.11	133.98	134.31	133.86	577.27K	0.15
2012/8/3	133.91	134.62	134.7	133.77	981.74K	-0.53
2012/8/2	134.62	134.25	134.92	133.92	1.19M	0.34
2012/8/1	134.16	134.81	134.83	134.12	882.35K	-0.37
2012/7/31	134.66	134.55	134.88	134.41	997.84K	0.07
2012/7/30	134.56	134.22	134.62	134.02	840.59K	0.33
2012/7/27	134.12	134.91	134.97	133.83	1.31M	-0.67
2012/7/26	135.03	135.25	135.33	134.89	930.50K	-0.15
2012/7/25	135.23	135.41	135.48	134.98	770.99K	-0.03
2012/7/24	135.27	135.16	135.39	134.83	920.37K	0.16
2012/7/23	135.06	134.97	135.38	134.94	871.63K	0.11
2012/7/20	134.91	134.5	135	134.5	634.26K	0.33
2012/7/19	134.47	134.61	134.73	134.44	776.00K	-0.21
2012/7/18	134.75	134.53	134.81	134.45	574.57K	0.15
2012/7/17	134.55	134.72	134.86	134.48	729.80K	-0.19
2012/7/16	134.81	134.59	135.02	134.55	608.98K	0.19
2012/7/13	134.55	134.67	134.77	134.36	595.69K	-0.08
2012/7/12	134.66	134.44	134.78	134.42	732.43K	0.05
2012/7/11	134.59	134.61	134.92	134.42	916.18K	-0.02
2012/7/10	134.62	134.48	134.64	134.34	626.01K	0.05
2012/7/9	134.55	134.36	134.62	134.33	577.94K	0.14
2012/7/6	134.36	133.92	134.42	133.91	805.45K	0.31
2012/7/5	133.95	133.66	134.09	133.59	957.87K	0.23
2012/7/3	133.64	133.94	134.03	133.58	537.87K	-0.28
2012/7/2	134.02	133.45	134.23	133.3	960.08K	0.48
2012/6/29	133.38	133.88	134.03	133.12	1.19M	-0.4
2012/6/28	133.92	133.53	134.05	133.42	1.01M	0.28
2012/6/27	133.55	133.42	133.58	133.27	714.58K	0.08
2012/6/26	133.44	133.59	133.64	133.2	907.05K	-0.09
2012/6/25	133.56	133.02	133.59	133	657.22K	0.42
2012/6/22	133	133.28	133.44	132.91	857.12K	-0.27
2012/6/21	133.36	133.08	133.55	133.02	1.04M	-0.52
2012/6/20	134.06	134.34	134.42	133.88	5.74K	-0.21
2012/6/19	134.34	134.61	134.72	134.17	19.57K	-0.14
2012/6/18	134.53	134.16	134.78	134.12	10.81K	-0.06
2012/6/15	134.61	134.44	134.77	134.14	5.78K	0.19
2012/6/14	134.36	134.61	134.64	134.09	12.98K	-0.15
2012/6/13	134.56	134.2	134.62	133.83	11.14K	0.34
2012/6/12	134.11	134.77	134.78	134.06	8.53K	-0.39
2012/6/11	134.64	133.94	134.78	133.44	14.44K	0.22
2012/6/8	134.34	134.39	135.02	134.31	15.60K	0.03
2012/6/7	134.3	134.14	134.44	134.06	24.21K	0.08
2012/6/6	134.19	134.67	134.86	134.05	56.14K	-0.45
2012/6/5	134.8	135.11	135.17	134.62	41.12K	-0.15
2012/6/4	135	135.66	135.84	134.98	55.91K	-0.49
2012/6/1	135.66	135.05	135.91	134.94	174.10K	0.56
2012/5/31	134.91	134.66	135.27	134.44	465.59K	0.18
2012/5/30	134.67	133.67	134.78	133.66	1.62M	0.63
2012/5/29	133.83	133.75	134.06	133.48	2.44M	0.04
2012/5/25	133.77	133.41	133.84	133.33	1.27M	0.16
2012/5/24	133.55	133.64	133.89	133.34	1.91M	-0.19
2012/5/23	133.8	133.47	133.89	133.39	1.36M	0.37
2012/5/22	133.31	133.58	133.58	133.12	1.22M	-0.23
2012/5/21	133.62	133.61	133.75	133.36	819.12K	-0.14
2012/5/18	133.81	133.72	133.84	133.48	1.19M	0.03
2012/5/17	133.77	133.42	133.81	133.16	1.36M	0.26
2012/5/16	133.42	133.47	133.59	133.02	1.40M	0.03
2012/5/15	133.38	133.53	133.61	133.2	1.28M	-0.03
2012/5/14	133.42	133.12	133.61	133.09	1.00M	0.26
2012/5/11	133.08	133	133.14	132.88	780.78K	0.23
2012/5/10	132.78	132.94	133.03	132.55	1.18M	-0.1
2012/5/9	132.91	132.88	133.27	132.83	1.25M	-0.01
2012/5/8	132.92	132.64	133.12	132.59	1.02M	0.21
2012/5/7	132.64	132.78	133.06	132.61	645.30K	0
2012/5/4	132.64	132.12	132.7	131.98	1.30M	0.34
2012/5/3	132.19	132.16	132.3	131.92	812.85K	0
2012/5/2	132.19	132.06	132.41	131.86	988.53K	0.17
2012/5/1	131.97	132.23	132.41	131.92	804.99K	-0.23
2012/4/30	132.28	132.14	132.38	132	646.99K	0.09
2012/4/27	132.16	132.09	132.53	131.94	1.02M	0.18
2012/4/26	131.92	131.72	132.12	131.59	1.12M	0.17
2012/4/25	131.69	131.69	131.78	131.19	1.28M	-0.07
2012/4/24	131.78	131.95	132.11	131.66	867.15K	-0.15
2012/4/23	131.98	131.72	132.14	131.7	807.12K	0.24
2012/4/20	131.67	131.66	131.78	131.45	713.36K	-0.08
2012/4/19	131.77	131.61	131.81	131.42	1.01M	0.16
2012/4/18	131.56	131.47	131.69	131.3	810.24K	0.11
2012/4/17	131.42	131.62	131.78	131.31	936.47K	-0.21
2012/4/16	131.69	131.58	131.91	131.47	1.02M	0.12
2012/4/13	131.53	131.12	131.67	131.11	951.60K	0.3
2012/4/12	131.14	131.27	131.47	131	1.13M	-0.14
2012/4/11	131.33	131.58	131.59	131.14	1.12M	-0.2
2012/4/10	131.59	131.06	131.73	130.92	1.43M	0.34
2012/4/9	131.14	131.31	131.31	130.89	599.65K	0.07
2012/4/6	131.05	129.89	131.09	129.77	461.47K	0.83
2012/4/5	129.97	129.52	130.28	129.39	1.13M	0.46
2012/4/4	129.38	128.83	129.55	128.77	1.28M	0.36
2012/4/3	128.92	129.77	130.06	128.81	1.35M	-0.6
2012/4/2	129.7	129.44	129.94	129.17	979.40K	0.17
2012/3/30	129.48	129.89	130.06	129.27	1.11M	-0.33
2012/3/29	129.91	129.53	129.97	129.42	1.06M	0.25
2012/3/28	129.58	129.61	129.84	129.34	1.07M	-0.01
2012/3/27	129.59	129.03	129.7	128.94	973.09K	0.41
2012/3/26	129.06	128.98	129.19	128.62	894.89K	0.01
2012/3/23	129.05	128.67	129.3	128.56	1.02M	0.25
2012/3/22	128.73	128.53	128.97	128.41	1.15M	-0.19
2012/3/21	128.97	128.64	129.05	128.47	2.78K	0.33
2012/3/20	128.55	128.55	128.94	128.38	11.17K	0.02
2012/3/19	128.53	129	129.36	128.42	11.81K	-0.4
2012/3/16	129.05	129.28	129.38	128.67	9.87K	-0.22
2012/3/15	129.34	129.31	129.53	128.75	10.97K	0.09
2012/3/14	129.23	130.38	130.39	129.12	5.84K	-0.96
2012/3/13	130.48	131.09	131.11	130.34	11.17K	-0.46
2012/3/12	131.08	131.16	131.44	131.06	14.67K	0.02
2012/3/9	131.06	131.3	131.3	130.56	19.82K	-0.12
2012/3/8	131.22	131.48	131.55	131.16	21.58K	-0.23
2012/3/7	131.52	131.7	131.7	131.44	30.03K	-0.15
2012/3/6	131.72	131.17	131.78	131.14	30.51K	0.4
2012/3/5	131.2	131.44	131.59	131.17	45.04K	-0.14
2012/3/2	131.39	130.95	131.53	130.88	111.05K	0.38
2012/3/1	130.89	131.33	131.33	130.67	187.50K	-0.29
2012/2/29	131.27	131.59	131.77	131.03	492.97K	-0.3
2012/2/28	131.67	131.58	131.89	131.48	1.63M	0.04
2012/2/27	131.62	131.2	131.72	131.16	1.88M	0.33
2012/2/24	131.19	131.08	131.28	131	1.06M	-0.01
2012/2/23	131.2	131	131.3	130.72	1.31M	0.11
2012/2/22	131.05	131	131.03	130.97	1.03M	0.31
2012/2/21	130.64	130.8	130.84	130.38	1.01M	-0.21
2012/2/17	130.92	131.03	131.08	130.59	850.83K	-0.05
2012/2/16	130.98	131.59	131.73	130.83	1.13M	-0.46
2012/2/15	131.58	131.39	131.77	131.2	1.01M	0.04
2012/2/14	131.53	131.3	131.58	131.09	1.04M	0.31
2012/2/13	131.12	131.3	131.34	131.27	782.09K	-0.21
2012/2/10	131.39	130.86	131.5	130.84	1.02M	0.47
2012/2/9	130.78	131.05	131.2	130.56	1.29M	-0.24
2012/2/8	131.09	131.09	131.22	130.88	967.23K	-0.05
2012/2/7	131.16	131.59	131.69	130.95	1.04M	-0.39
2012/2/6	131.67	131.55	131.81	131.36	715.19K	0.26
2012/2/3	131.33	132.17	132.33	131.3	1.35M	-0.64
2012/2/2	132.17	132.03	132.25	131.88	964.91K	0.14
2012/2/1	131.98	132.28	132.28	131.92	1.02M	-0.2
2012/1/31	132.25	132	132.34	131.69	1.18M	0.17
2012/1/30	132.03	131.72	132.22	131.7	903.28K	0.24
2012/1/27	131.72	131.39	131.83	131.2	1.09M	0.21
2012/1/26	131.44	130.88	131.52	130.81	1.33M	0.51
2012/1/25	130.77	130.08	131.39	129.97	1.59M	0.52
2012/1/24	130.09	130.05	130.22	129.86	980.20K	0.08
2012/1/23	129.98	130.34	130.56	129.81	990.79K	-0.22
2012/1/20	130.27	130.66	130.83	130.22	1.02M	-0.33
2012/1/19	130.7	131.23	131.38	130.5	1.27M	-0.43
2012/1/18	131.27	131.56	131.7	131.2	869.78K	-0.24
2012/1/17	131.59	131.56	131.72	131.17	813.35K	0.03
2012/1/13	131.55	130.98	131.73	130.89	997.00K	0.44
2012/1/12	130.97	131.16	131.31	130.91	885.68K	-0.18
2012/1/11	131.2	130.72	131.31	130.69	918.77K	0.37
2012/1/10	130.72	130.8	130.89	130.45	742.26K	-0.11
2012/1/9	130.86	130.75	131.12	130.58	526.96K	0.08
2012/1/6	130.75	130.5	130.89	130.09	931.95K	0.19
2012/1/5	130.5	130.48	130.88	130.2	1.02M	0.08
2012/1/4	130.39	130.61	130.73	130.25	668.31K	-0.12
2012/1/3	130.55	130.61	130.88	130.48	564.74K	-0.43
2011/12/30	131.12	130.77	131.23	130.59	298.77K	0.21
2011/12/29	130.84	130.58	130.92	130.42	276.28K	0.11
2011/12/28	130.7	129.98	130.72	129.94	325.85K	0.58
2011/12/27	129.95	129.94	130.09	129.78	173.79K	0.07
2011/12/23	129.86	130.48	130.5	129.81	312.89K	-0.45
2011/12/22	130.45	130.44	130.72	130.33	443.31K	0.02
2011/12/21	130.42	130.62	130.89	130.3	763.00K	-0.89
2011/12/20	131.59	132.14	132.14	131.58	5.81K	-0.4
2011/12/19	132.12	132.02	132.22	131.78	7.16K	0.13
2011/12/16	131.95	131.55	132.11	131.34	8.11K	0.36
2011/12/15	131.48	131.59	131.83	131.3	12.65K	-0.1
2011/12/14	131.61	131.23	131.66	131.11	18.55K	0.23
2011/12/13	131.31	131.03	131.42	130.73	27.62K	0.21
2011/12/12	131.03	130.5	131.16	130.5	27.42K	0.3
2011/12/9	130.64	131.03	131.25	130.53	18.48K	-0.4
2011/12/8	131.17	130.66	131.2	130.22	20.37K	0.31
2011/12/7	130.77	130.19	130.81	129.95	30.65K	0.47
2011/12/6	130.16	130.36	130.53	130.09	56.26K	-0.19
2011/12/5	130.41	130.45	130.56	129.97	66.91K	-0.07
2011/12/2	130.5	130.11	130.61	129.48	94.39K	0.4
2011/12/1	129.98	130.12	130.36	129.72	149.14K	-0.14
2011/11/30	130.16	130.59	130.7	129.69	448.83K	-0.24
2011/11/29	130.47	130.59	130.69	130.05	1.40M	-0.19
2011/11/28	130.72	130.27	130.77	129.78	1.85M	0.05
2011/11/25	130.66	131.14	131.16	130.44	933.24K	-0.43
2011/11/23	131.22	130.84	131.3	130.53	1.51M	0.32
2011/11/22	130.8	130.66	130.88	130.33	1.12M	0.17
2011/11/21	130.58	130.36	130.75	130.34	770.17K	0.21
2011/11/18	130.3	130.83	130.94	130.14	870.98K	-0.41
2011/11/17	130.83	130.7	130.97	130.27	1.28M	0.25
2011/11/16	130.5	130.41	130.77	130.27	830.15K	0.13
2011/11/15	130.33	130.39	130.84	130.22	945.37K	-0.09
2011/11/14	130.45	129.78	130.59	129.61	753.24K	0.52
2011/11/11	129.78	130.38	130.38	129.69	158.53K	-0.43
2011/11/10	130.34	130.75	130.89	129.89	1.10M	-0.36
2011/11/9	130.81	129.95	131	129.89	1.25M	0.58
2011/11/8	130.05	130.27	130.58	129.86	897.73K	-0.38
2011/11/7	130.55	130.17	130.81	129.98	936.79K	0.23
2011/11/4	130.25	129.97	130.45	129.61	1.15M	0.15
2011/11/3	130.05	130.41	130.91	129.81	1.18M	-0.2
2011/11/2	130.31	130.27	130.52	129.72	1.08M	0.05
2011/11/1	130.25	129.48	130.56	129.23	1.75M	0.92
2011/10/31	129.06	128	129.55	127.97	1.08M	0.76
2011/10/28	128.09	127.27	128.22	127.22	1.09M	0.61
2011/10/27	127.31	128.58	128.73	127.19	1.68M	-0.99
2011/10/26	128.58	129.2	129.25	128.44	1.32M	-0.42
2011/10/25	129.12	128.3	129.3	128.03	1.25M	0.61
2011/10/24	128.34	128.72	128.88	128.28	736.39K	-0.25
2011/10/21	128.66	128.61	128.83	128.22	833.45K	-0.03
2011/10/20	128.7	128.78	129.2	128.41	1.34M	-0.11
2011/10/19	128.84	128.58	129.06	128.31	1.14M	0.01
2011/10/18	128.83	128.72	129.3	128.38	1.27M	0.09
2011/10/17	128.72	128	128.75	127.66	861.28K	0.47
2011/10/14	128.12	128.34	128.59	127.78	1.02M	-0.25
2011/10/13	128.44	128.03	128.83	127.94	1.29M	0.41
2011/10/12	127.92	128.28	128.48	127.52	1.23M	-0.24
2011/10/11	128.23	127.83	128.47	127.83	1.01M	0.5
2011/10/10	127.59	128.84	128.91	127.56	249.59K	-1.01
2011/10/7	128.89	129.53	129.66	128.47	1.39M	-0.49
2011/10/6	129.52	130.22	130.34	129.44	1.13M	-0.45
2011/10/5	130.11	130.67	130.73	130.02	1.08M	-0.64
2011/10/4	130.95	131.16	131.39	130.53	1.41M	-0.02
2011/10/3	130.98	130.16	131.23	130.16	1.12M	0.68
2011/9/30	130.09	129.62	130.45	129.62	1.10M	0.08
2011/9/29	129.98	129.89	130.02	129.42	1.31M	0.24
2011/9/28	129.67	130.34	130.5	129.55	1.31M	0.08
2011/9/27	129.56	130.34	130.5	129.55	1.03M	-0.6
2011/9/26	130.34	130.62	131.11	130.28	1.04M	-0.48
2011/9/23	130.97	131.64	131.94	130.75	1.34M	-0.59
2011/9/22	131.75	130.84	131.86	130.8	1.25M	0.06
2011/9/21	131.67	131.25	131.73	131.2	6.37K	0.25
2011/9/20	131.34	131.38	131.55	131.06	8.62K	-0.06
2011/9/19	131.42	131.03	131.55	130.78	5.61K	0.72
2011/9/16	130.48	130.44	130.69	130.14	7.47K	0.05
2011/9/15	130.41	131.02	131.11	130.02	12.34K	-0.37
2011/9/14	130.89	131.08	131.38	130.8	8.68K	-0.13
2011/9/13	131.06	131.36	131.59	130.95	11.64K	-0.31
2011/9/12	131.47	131.75	131.98	131.27	19.06K	-0.23
2011/9/9	131.77	131.17	131.91	130.98	21.63K	0.41
2011/9/8	131.23	130.95	131.3	130.83	23.44K	0.26
2011/9/7	130.89	131.14	131.17	130.67	22.22K	-0.25
2011/9/6	131.22	131.27	131.88	131.08	62.88K	-0.06
2011/9/2	131.3	130.66	131.34	130.36	134.29K	0.53
2011/9/1	130.61	129.95	130.69	129.62	243.88K	0.45
2011/8/31	130.03	130.36	130.69	129.89	432.21K	-0.28
2011/8/30	130.39	129.78	130.59	129.77	1.28M	0.52
2011/8/29	129.72	130.22	130.27	129.41	1.32M	-0.43
2011/8/26	130.28	129.88	130.81	129.78	1.94M	0.23
2011/8/25	129.98	129.38	130.14	129.3	1.95M	0.31
2011/8/24	129.58	130.28	130.55	129.3	1.45M	-0.58
2011/8/23	130.33	130.56	130.86	130.08	1.13M	-0.2
2011/8/22	130.59	130.88	130.98	130.25	928.50K	-0.16
2011/8/19	130.8	130.77	131.2	130.33	1.29M	0.02
2011/8/18	130.78	130.3	131.64	130.23	1.64M	0.32
2011/8/17	130.36	130.03	130.42	129.78	986.57K	0.22
2011/8/16	130.08	129.39	130.25	129.36	1.20M	0.4
2011/8/15	129.56	129.72	129.98	129.34	809.69K	-0.25
2011/8/12	129.88	129.11	129.95	129.06	1.19M	0.51
2011/8/11	129.22	130.25	130.36	129	1.86M	-0.65
2011/8/10	130.06	129.34	130.52	128.95	2.09M	0.18
2011/8/9	129.83	128.05	131.03	127.83	2.19M	0.97
2011/8/8	128.58	127.2	128.83	126.97	1.88M	1.2
2011/8/5	127.05	128.33	128.73	126.77	2.43M	-0.74
2011/8/4	128	126.84	128.39	126.64	2.09M	0.75
2011/8/3	127.05	127.08	127.36	126.75	1.82M	0.08
2011/8/2	126.95	126.08	127.12	126.02	1.55M	0.64
2011/8/1	126.14	125.45	126.42	125.3	1.36M	0.36
2011/7/29	125.69	124.53	125.94	124.38	1.52M	0.96
2011/7/28	124.5	124.25	124.72	124.2	1.19M	0.22
2011/7/27	124.23	124.52	124.67	124.03	1.18M	-0.24
2011/7/26	124.53	124.14	124.64	123.78	1.09M	0.33
2011/7/25	124.12	124.12	124.62	123.86	1.22M	-0.17
2011/7/22	124.33	123.94	124.38	123.92	914.70K	0.27
2011/7/21	124	124.61	124.73	123.69	1.66M	-0.47
2011/7/20	124.59	124.97	124.97	124.5	956.90K	-0.26
2011/7/19	124.92	124.78	125.09	124.44	1.11M	0
2011/7/18	124.92	124.88	125.17	124.72	1.02M	0.05
2011/7/15	124.86	124.39	124.91	124.23	1.21M	0.34
2011/7/14	124.44	124.69	124.92	124.31	1.38M	-0.29
2011/7/13	124.8	124.88	124.94	124.22	1.49M	0.14
2011/7/12	124.62	124.47	125.38	124.36	1.83M	0.06
2011/7/11	124.55	123.83	124.58	123.61	1.36M	0.67
2011/7/8	123.72	122.53	123.92	122.2	1.76M	1.02
2011/7/7	122.47	122.88	122.91	122.25	1.30M	-0.41
2011/7/6	122.98	122.72	123.23	122.45	1.33M	0.26
2011/7/5	122.66	122	122.78	121.97	1.09M	0.56
2011/7/1	121.98	122.23	122.48	121.7	1.22M	-0.29
2011/6/30	122.33	122.86	123.08	121.88	1.80M	-0.42
2011/6/29	122.84	123.44	123.97	122.59	1.73M	-0.4
2011/6/28	123.33	124.41	124.59	123.23	1.46M	-0.87
2011/6/27	124.41	124.81	125.03	124.36	1.25M	-0.26
2011/6/24	124.73	124.23	124.94	124.06	1.33M	0.31
2011/6/23	124.34	123.8	124.58	123.73	1.67M	0.55
2011/6/22	123.66	123.64	124.14	123.52	1.19M	-1.27
2011/6/21	125.25	125.34	125.39	125.06	6.49K	-0.05
2011/6/20	125.31	125.38	125.78	125.19	18.37K	-0.06
2011/6/17	125.38	125.38	125.53	125.02	23.25K	-0.16
2011/6/16	125.58	125.08	125.89	124.98	35.86K	0.38
2011/6/15	125.11	124.03	125.22	124.03	15.00K	0.91
2011/6/14	123.98	124.88	124.88	123.92	15.21K	-0.63
2011/6/13	124.77	124.97	125.14	124.58	14.95K	-0.12
2011/6/10	124.92	124.7	125.2	124.62	23.39K	0.21
2011/6/9	124.66	125.11	125.39	124.53	29.39K	-0.34
2011/6/8	125.09	124.73	125.34	124.67	37.02K	0.34
2011/6/7	124.66	124.75	124.91	124.31	52.19K	-0.07
2011/6/6	124.75	124.8	124.91	124.44	32.28K	0.02
2011/6/3	124.73	124.42	125.2	124.39	88.31K	0.27
2011/6/2	124.39	124.91	124.92	124.31	137.45K	-0.27
2011/6/1	124.73	123.92	124.92	123.81	251.18K	0.56
2011/5/31	124.03	123.89	124.12	123.56	507.36K	0.14
2011/5/27	123.86	123.78	123.98	123.53	1.35M	0.09
2011/5/26	123.75	123.12	123.84	122.91	2.28M	0.5
2011/5/25	123.14	123.12	123.33	123.02	1.73M	0.05
2011/5/24	123.08	123.02	123.19	122.75	1.32M	0.07
2011/5/23	123	122.88	123.41	122.88	1.26M	0.15
2011/5/20	122.81	122.58	122.89	122.52	1.08M	0.16
2011/5/19	122.61	122.44	122.64	121.95	1.63M	0.07
2011/5/18	122.53	122.95	123.17	122.39	1.33M	-0.33
2011/5/17	122.94	122.78	123.17	122.56	1.30M	0.15
2011/5/16	122.75	122.66	122.81	122.41	792.30K	0.2
2011/5/13	122.5	122.19	122.97	122.06	1.46M	0.27
2011/5/12	122.17	122.41	122.67	122.02	1.35M	-0.2
2011/5/11	122.42	121.91	122.48	121.73	1.27M	0.27
2011/5/10	122.09	122.36	122.42	121.91	959.92K	-0.31
2011/5/9	122.47	122.17	122.53	122.02	1.01M	0.16
2011/5/6	122.28	122.16	122.47	121.53	1.74M	0.18
2011/5/5	122.06	121.64	122.22	121.56	1.29M	0.35
2011/5/4	121.64	121.48	121.78	121.27	1.11M	0.16
2011/5/3	121.44	121.23	121.52	121.2	831.65K	0.17
2011/5/2	121.23	121.12	121.45	120.89	762.14K	0.07
2011/4/29	121.14	120.94	121.22	120.78	681.13K	0.16
2011/4/28	120.95	120.53	121.14	120.48	1.22M	0.44
2011/4/27	120.42	120.72	120.73	120.14	934.59K	-0.21
2011/4/26	120.67	120.28	120.78	120.22	802.84K	0.28
2011/4/25	120.33	120.02	120.36	119.94	375.08K	0.29
2011/4/21	119.98	119.83	120.23	119.75	680.74K	0.06
2011/4/20	119.91	120.17	120.19	119.8	842.61K	-0.28
2011/4/19	120.25	120.11	120.36	119.86	923.72K	0.05
2011/4/18	120.19	119.8	120.25	119.52	1.45M	0.32
2011/4/15	119.81	119.05	119.92	119.05	1.13M	0.51
2011/4/14	119.2	119.34	119.77	119.06	1.41M	-0.16
2011/4/13	119.39	119.09	119.42	118.75	1.12M	0.25
2011/4/12	119.09	118.28	119.3	118.25	1.29M	0.54
2011/4/11	118.45	118.23	118.56	118.06	724.83K	0.06
2011/4/8	118.38	118.47	118.48	117.92	969.58K	-0.08
2011/4/7	118.47	118.36	118.7	118.12	1.29M	0.08
2011/4/6	118.38	118.77	118.86	118.3	1.08M	-0.33
2011/4/5	118.77	119.23	119.41	118.66	1.16M	-0.38
2011/4/4	119.22	119	119.45	118.88	827.36K	0.21
2011/4/1	118.97	118.78	119.03	118.28	1.23M	-0.05
2011/3/31	119.03	119.2	119.47	118.77	1.33M	-0.08
2011/3/30	119.12	118.77	119.23	118.59	1.00M	0.29
2011/3/29	118.77	119.19	119.31	118.67	963.09K	-0.26
2011/3/28	119.08	119.12	119.25	118.81	856.06K	-0.09
2011/3/25	119.19	119.45	119.73	119.05	1.10M	-0.26
2011/3/24	119.5	119.94	120.2	119.39	1.07M	-0.39
2011/3/23	119.97	120.08	120.45	120.88	1.20M	-1.01
2011/3/22	121.2	121.58	121.59	121.12	9.87K	-0.27
2011/3/21	121.53	122.25	122.25	121.17	9.07K	-0.34
2011/3/18	121.95	122.03	122.39	121.67	5.42K	-0.17
2011/3/17	122.16	122.91	122.97	121.81	7.98K	-0.25
2011/3/16	122.47	121.84	123.11	121.39	10.28K	0.71
2011/3/15	121.61	121.62	122.7	121.44	5.70K	0.07
2011/3/14	121.52	121.03	121.72	120.88	13.16K	0.43
2011/3/11	121	120.98	121.42	120.8	24.99K	0.04
2011/3/10	120.95	120.3	121.16	120.27	21.99K	0.53
2011/3/9	120.31	119.7	120.52	119.7	13.01K	0.45
2011/3/8	119.77	119.89	120.12	119.66	20.15K	-0.22
2011/3/7	120.03	119.86	120.27	119.59	41.56K	0.02
2011/3/4	120	119.33	120.08	118.98	48.22K	0.65
2011/3/3	119.23	119.98	120.09	119.22	85.96K	-0.69
2011/3/2	120.06	120.55	120.72	119.95	100.12K	-0.32
2011/3/1	120.44	120.25	120.19	120.18	239.17K	0.08
2011/2/28	120.34	120.28	120.52	120.19	380.27K	0.14
2011/2/25	120.17	119.97	120.27	119.8	1.21M	0.1
2011/2/24	120.05	119.8	120.36	119.78	1.94M	0.2
2011/2/23	119.81	120.05	120.28	119.75	1.71M	-0.23
2011/2/22	120.09	119.02	120.16	119	1.70M	0.87
2011/2/18	119.06	119.02	119.16	118.66	864.25K	0.03
2011/2/17	119.02	118.58	119.23	118.5	1.29M	0.36
2011/2/16	118.59	118.69	118.94	118.34	1.44M	-0.04
2011/2/15	118.64	118.5	118.78	118.22	1.11M	0.02
2011/2/14	118.62	118.47	118.77	118.3	812.94K	0.1
2011/2/11	118.5	118.2	118.92	118.16	1.28M	0.32
2011/2/10	118.12	118.41	118.7	118.02	1.30M	-0.39
2011/2/9	118.58	117.88	118.69	117.69	1.45M	0.51
2011/2/8	117.98	118.66	118.73	117.81	1.09M	-0.53
2011/2/7	118.61	118.61	118.7	118.22	947.95K	0.03
2011/2/4	118.58	119.34	119.7	118.39	1.62M	-0.72
2011/2/3	119.44	119.91	119.98	119.2	1.38M	-0.38
2011/2/2	119.89	120.33	120.7	119.7	1.16M	-0.34
2011/2/1	120.3	120.83	120.88	120.06	1.14M	-0.41
2011/1/31	120.8	121.31	121.45	120.61	985.29K	-0.3
2011/1/28	121.16	120.59	121.31	120.19	1.40M	0.41
2011/1/27	120.67	120.34	120.73	119.88	1.33M	0.35
2011/1/26	120.25	120.81	120.83	120.16	1.05M	-0.55
2011/1/25	120.92	120.25	121.05	120.11	1.29M	0.57
2011/1/24	120.23	120.16	120.47	119.91	754.53K	0.06
